InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
557633,48184,DOORMAT ENGLISH ROSE ,2,6/21/2011 15:13,7.95,13750,United Kingdom
552824,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,5/11/2011 13:16,2.08,14056,United Kingdom
538327,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,12/10/2010 13:58,0.85,15514,United Kingdom
552005,21175,GIN + TONIC DIET METAL SIGN,24,5/5/2011 16:34,2.55,15491,United Kingdom
537222,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,12/5/2010 16:00,4.25,14404,United Kingdom
549929,22980,PANTRY SCRUBBING BRUSH,12,4/13/2011 10:32,1.65,13740,United Kingdom
552445,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,5/9/2011 13:27,1.65,16839,United Kingdom
547800,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,3/25/2011 12:55,1.25,14504,United Kingdom
557641,22381,TOY TIDY PINK POLKADOT,1,6/21/2011 16:35,4.96,,United Kingdom
558557,22728,ALARM CLOCK BAKELIKE PINK,12,6/30/2011 13:17,3.75,13282,United Kingdom
545909,21508,VINTAGE KID DOLLY CARD ,12,3/8/2011 9:45,0.42,15819,United Kingdom
551816,22502,PICNIC BASKET WICKER SMALL,3,5/4/2011 11:50,5.95,15906,United Kingdom
555091,22385,JUMBO BAG SPACEBOY DESIGN,2,5/31/2011 12:50,2.08,12748,United Kingdom
536395,22727,ALARM CLOCK BAKELIKE RED ,8,12/1/2010 10:47,3.75,13767,United Kingdom
555275,20979,36 PENCILS TUBE RED RETROSPOT,1,6/1/2011 17:18,2.46,,United Kingdom
557957,23241,TREASURE TIN GYMKHANA DESIGN,2,6/23/2011 19:20,2.08,13969,United Kingdom
554371,20757,RED DAISY POCKET BOOK ,12,5/24/2011 10:42,0.85,17659,United Kingdom
555092,22620,4 TRADITIONAL SPINNING TOPS,3,5/31/2011 13:08,1.45,16483,United Kingdom
540821,22971,QUEENS GUARD COFFEE MUG,1,1/11/2011 13:16,5.06,,United Kingdom
544685,22045,SPACEBOY GIFT WRAP,25,2/22/2011 17:13,0.42,13285,United Kingdom
555322,22041,"RECORD FRAME 7"" SINGLE SIZE ",1,6/2/2011 11:01,4.96,,United Kingdom
537642,22483,RED GINGHAM TEDDY BEAR ,1,12/7/2010 15:33,5.91,,United Kingdom
553191,22927,GREEN GIANT GARDEN THERMOMETER,4,5/15/2011 13:22,5.95,13118,United Kingdom
555116,21169,YOU'RE CONFUSING ME METAL SIGN ,6,5/31/2011 15:16,1.69,16919,United Kingdom
550829,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,4/21/2011 10:19,0.42,17841,United Kingdom
547250,21563,RED HEART SHAPE LOVE BUCKET ,1,3/22/2011 9:30,5.79,,United Kingdom
555096,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,5/31/2011 13:32,0.85,12682,France
544352,85206A,CREAM FELT EASTER EGG BASKET,12,2/18/2011 10:16,1.65,15290,United Kingdom
540026,21026,SPACE OWL,2,1/4/2011 13:25,0.85,,United Kingdom
548451,23126,FELTCRAFT GIRL AMELIE KIT,1,3/31/2011 11:25,4.95,17365,United Kingdom
541516,22379,RECYCLING BAG RETROSPOT ,1,1/18/2011 17:34,4.13,,United Kingdom
540839,22972,CHILDREN'S SPACEBOY MUG,6,1/11/2011 15:42,1.65,16791,United Kingdom
557431,84692,BOX OF 24 COCKTAIL PARASOLS,25,6/20/2011 12:37,0.42,18260,United Kingdom
554978,22045,SPACEBOY GIFT WRAP,25,5/29/2011 11:05,0.42,16889,United Kingdom
536575,22095,LADS ONLY TISSUE BOX,252,12/1/2010 16:01,1.25,13777,United Kingdom
551173,23348,CHILDRENS TOY COOKING UTENSIL SET,1,4/26/2011 16:54,4.13,,United Kingdom
555815,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,6/7/2011 11:47,0.85,13089,United Kingdom
546136,84923,PINK BUTTERFLY HANDBAG W BOBBLES,2,3/9/2011 16:32,4.13,,United Kingdom
556636,23302,KNEELING MAT HOUSEWORK  DESIGN,1,6/13/2011 15:30,3.29,,United Kingdom
550488,M,Manual,4,4/18/2011 14:27,0.83,16729,United Kingdom
544667,22174,PHOTO CUBE,48,2/22/2011 15:09,1.48,17511,United Kingdom
548194,22916,HERB MARKER THYME,1,3/29/2011 15:30,1.63,,United Kingdom
544301,22467,GUMBALL COAT RACK,3,2/17/2011 12:59,2.55,14606,United Kingdom
554960,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,5/27/2011 15:18,4.13,,United Kingdom
544177,84988,SET OF 72 PINK HEART PAPER DOILIES,6,2/16/2011 14:27,1.45,13001,United Kingdom
546235,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,3/10/2011 12:42,1.65,14976,United Kingdom
553054,84466,TOP SECRET PEN SET,4,5/13/2011 10:22,1.25,17886,United Kingdom
547382,20716,PARTY FOOD SHOPPER BAG,2,3/22/2011 15:31,1.25,15457,United Kingdom
540372,20728,LUNCH BAG CARS BLUE,20,1/6/2011 16:41,1.65,13081,United Kingdom
536425,22961,JAM MAKING SET PRINTED,12,12/1/2010 12:08,1.45,13758,United Kingdom
544452,85125,SMALL ROUND CUT GLASS CANDLESTICK,2,2/20/2011 12:32,4.95,14162,United Kingdom
544355,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2/18/2011 10:53,1.25,12714,France
546896,21675,BUTTERFLIES STICKERS,1,3/17/2011 18:24,1.63,,United Kingdom
553890,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,5/19/2011 16:32,1.63,,United Kingdom
544767,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2/23/2011 11:10,10.79,,United Kingdom
546951,22300,COFFEE MUG DOG + BALL DESIGN,6,3/18/2011 11:30,2.55,17673,United Kingdom
538706,84950,ASSORTED COLOUR T-LIGHT HOLDER,24,12/14/2010 10:34,0.65,14667,United Kingdom
543358,20724,RED RETROSPOT CHARLOTTE BAG,1,2/7/2011 14:04,1.63,,United Kingdom
545719,22829,SWEETHEART WIRE WALL TIDY,2,3/7/2011 10:28,9.95,13344,United Kingdom
537868,22624,IVORY KITCHEN SCALES,2,12/8/2010 16:49,8.5,12433,Norway
537237,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,12/6/2010 9:58,2.51,,United Kingdom
555565,23201,JUMBO BAG ALPHABET,10,6/5/2011 15:06,2.08,15298,United Kingdom
554106,22379,RECYCLING BAG RETROSPOT ,5,5/22/2011 14:05,2.1,12710,Germany
550471,15056N,EDWARDIAN PARASOL NATURAL,2,4/18/2011 13:52,12.46,,United Kingdom
554371,23084,RABBIT NIGHT LIGHT,24,5/24/2011 10:42,1.79,17659,United Kingdom
555841,20996,JAZZ HEARTS ADDRESS BOOK,1,6/7/2011 12:47,0.19,14583,United Kingdom
543040,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2/2/2011 17:06,0.55,17337,United Kingdom
549295,48194,DOORMAT HEARTS,1,4/7/2011 19:49,15.79,,United Kingdom
540785,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,144,1/11/2011 11:39,3.39,12557,Spain
558240,22571,ROCKING HORSE RED CHRISTMAS ,2,6/27/2011 15:27,1.63,,United Kingdom
541596,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,1/19/2011 16:19,0.42,17602,United Kingdom
549240,22499,WOODEN UNION JACK BUNTING,2,4/7/2011 11:37,5.95,15910,United Kingdom
551857,22427,ENAMEL FLOWER JUG CREAM,3,5/4/2011 15:33,5.95,13037,United Kingdom
541792,22442,GROW YOUR OWN FLOWERS SET OF 3,6,1/21/2011 13:09,7.95,17094,United Kingdom
536538,21467,CHERRY CROCHET FOOD COVER,1,12/1/2010 13:54,3.75,14594,United Kingdom
548561,10135,COLOURING PENCILS BROWN TUBE,10,4/1/2011 10:11,1.25,16609,United Kingdom
540414,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,1/7/2011 10:32,2.95,12481,Germany
551351,21669,BLUE STRIPE CERAMIC DRAWER KNOB,24,4/28/2011 10:20,1.06,14298,United Kingdom
552108,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,5/6/2011 11:36,3.75,17841,United Kingdom
556216,22668,PINK BABY BUNTING,5,6/9/2011 14:15,2.95,15252,United Kingdom
553162,21774,DECORATIVE CATS BATHROOM BOTTLE,2,5/13/2011 15:53,2.46,,United Kingdom
537646,22784,LANTERN CREAM GAZEBO ,2,12/7/2010 15:39,4.95,17591,United Kingdom
542634,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,1/31/2011 10:42,9.95,15448,United Kingdom
543553,85053,FRENCH ENAMEL CANDLEHOLDER,6,2/10/2011 10:08,2.1,16359,United Kingdom
557632,23242,TREASURE TIN BUFFALO BILL ,6,6/21/2011 15:07,2.08,17420,United Kingdom
544074,21481,FAWN BLUE HOT WATER BOTTLE,2,2/15/2011 14:49,2.95,14156,EIRE
538250,22653,BUTTON BOX ,1,12/10/2010 12:20,1.95,18118,United Kingdom
550148,22721,SET OF 3 CAKE TINS SKETCHBOOK,4,4/14/2011 14:36,4.95,16882,United Kingdom
549927,22970,LONDON BUS COFFEE MUG,252,4/13/2011 10:19,2.1,16684,United Kingdom
546892,84692,BOX OF 24 COCKTAIL PARASOLS,6,3/17/2011 18:20,0.83,,United Kingdom
C537602,22654,DELUXE SEWING KIT ,-1,12/7/2010 12:45,4.95,17511,United Kingdom
545913,21212,PACK OF 72 RETROSPOT CAKE CASES,24,3/8/2011 10:39,0.55,16779,United Kingdom
546925,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,60,3/18/2011 10:09,2.1,12647,Germany
545914,48185,DOORMAT FAIRY CAKE,30,3/8/2011 11:39,6.75,13340,United Kingdom
539957,22533,MAGIC DRAWING SLATE BAKE A CAKE ,24,12/23/2010 12:58,0.42,12585,Germany
539437,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,12/17/2010 14:54,2.51,,United Kingdom
543631,22625,RED KITCHEN SCALES,1,2/10/2011 16:17,8.5,14081,United Kingdom
537638,85015,SET OF 12  VINTAGE POSTCARD SET,3,12/7/2010 15:28,2.51,,United Kingdom
540352,21195,PINK  HONEYCOMB PAPER BALL ,4,1/6/2011 14:27,1.66,,United Kingdom
550310,21899,"KEY FOB , GARAGE DESIGN",24,4/17/2011 11:04,0.65,15985,United Kingdom
543118,22797,CHEST OF DRAWERS GINGHAM HEART ,3,2/3/2011 13:31,16.95,13842,United Kingdom
537163,21577,SAVE THE PLANET COTTON TOTE BAG,12,12/5/2010 13:21,2.25,17863,United Kingdom
545545,23003,TRAVEL CARD WALLET VINTAGE ROSE ,1,3/3/2011 15:02,0.42,17841,United Kingdom
539469,22371,AIRLINE BAG VINTAGE TOKYO 78,2,12/19/2010 13:59,4.25,17841,United Kingdom
556954,23090,VINTAGE GLASS T-LIGHT HOLDER,12,6/16/2011 8:38,0.83,15585,United Kingdom
557263,21668,RED STRIPE CERAMIC DRAWER KNOB,96,6/19/2011 11:08,1.06,14646,Netherlands
538886,21881,CUTE CATS TAPE,12,12/14/2010 16:07,0.65,13846,United Kingdom
539590,17091J,VANILLA INCENSE IN TIN,36,12/20/2010 13:21,0.38,14733,United Kingdom
551173,82580,BATHROOM METAL SIGN,2,4/26/2011 16:54,1.25,,United Kingdom
537826,22473,TV DINNER TRAY VINTAGE PAISLEY,7,12/8/2010 14:38,4.95,15581,United Kingdom
539958,22124,SET OF 2 TEA TOWELS PING MICROWAVE,2,12/23/2010 13:26,2.51,,United Kingdom
546983,71459,HANGING JAM JAR T-LIGHT HOLDER,12,3/18/2011 12:27,0.85,16626,United Kingdom
558096,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1,6/26/2011 13:24,3.75,15532,United Kingdom
546855,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,3/17/2011 13:58,1.25,18168,United Kingdom
C538059,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,12/9/2010 13:38,2.95,14205,United Kingdom
539654,22801,ANTIQUE GLASS PEDESTAL BOWL,7,12/20/2010 17:05,3.75,17340,United Kingdom
547385,85131A,BEADED PEARL HEART WHITE ON STICK,20,3/22/2011 15:48,0.83,,United Kingdom
547062,35241,ENAMEL BLUE RIM BISCUIT BIN,1,3/20/2011 13:28,4.95,16728,United Kingdom
539444,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,12/17/2010 15:52,6.35,14146,United Kingdom
548194,85175,CACTI T-LIGHT CANDLES,32,3/29/2011 15:30,0.83,,United Kingdom
540026,84596E,SMALL LICORICE DES PINK BOWL,9,1/4/2011 13:25,0.85,,United Kingdom
556632,22470,HEART OF WICKER LARGE,2,6/13/2011 15:09,2.95,16987,United Kingdom
556092,82581,TOILET METAL SIGN,1,6/8/2011 15:25,1.25,,United Kingdom
C538684,21258,VICTORIAN SEWING BOX LARGE,-1,12/14/2010 9:26,12.75,16161,United Kingdom
554093,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,5/22/2011 12:49,1.65,14837,United Kingdom
541696,22074,6 RIBBONS SHIMMERING PINKS ,20,1/20/2011 18:08,0.83,,United Kingdom
557636,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,6/21/2011 15:41,1.25,17841,United Kingdom
557854,22421,LIPSTICK PEN FUSCHIA,25,6/23/2011 11:38,0.42,13268,United Kingdom
554105,84927A,WAKE UP COCKEREL TILE HOOK,1,5/22/2011 14:04,2.1,14711,United Kingdom
558614,84673B,BLUE FLY SWAT,5,6/30/2011 15:56,0.79,,United Kingdom
549251,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,3,4/7/2011 12:16,0.79,14449,United Kingdom
539745,22813,PACK 3 BOXES BIRD PANNETONE ,1,12/21/2010 15:21,4.21,,United Kingdom
548168,22502,PICNIC BASKET WICKER SMALL,2,3/29/2011 13:46,8.29,,United Kingdom
541131,22187,GREEN CHRISTMAS TREE CARD HOLDER,1,1/14/2011 10:16,8.29,,United Kingdom
542785,16016,LARGE CHINESE STYLE SCISSOR,200,2/1/2011 10:14,0.72,13881,United Kingdom
540352,22202,MILK PAN PINK POLKADOT,1,1/6/2011 14:27,7.62,,United Kingdom
546502,85127,SMALL SQUARE CUT GLASS CANDLESTICK,2,3/14/2011 11:46,4.95,16005,United Kingdom
541695,21801,CHRISTMAS TREE DECORATION WITH BELL,8,1/20/2011 18:01,0.42,,United Kingdom
C543819,21289,LARGE STRIPES CHOCOLATE GIFT BAG,-16,2/13/2011 16:04,1.25,16928,United Kingdom
544177,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2/16/2011 14:27,3.25,13001,United Kingdom
539437,22078,RIBBON REEL LACE DESIGN ,2,12/17/2010 14:54,4.21,,United Kingdom
549123,82580,BATHROOM METAL SIGN,12,4/6/2011 14:02,0.55,15201,United Kingdom
546830,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,32,3/17/2011 12:10,2.55,16839,United Kingdom
555924,23203,JUMBO BAG DOILEY PATTERNS,2,6/7/2011 17:12,4.13,,United Kingdom
538917,85150,LADIES & GENTLEMEN METAL SIGN,2,12/15/2010 10:57,2.55,17449,United Kingdom
C553376,POST,POSTAGE,-1,5/16/2011 14:56,18.75,,United Kingdom
551616,22516,CHILDS GARDEN RAKE BLUE,1,5/3/2011 11:40,2.1,15048,United Kingdom
537421,22812,PACK 3 BOXES CHRISTMAS PANNETONE,4,12/6/2010 15:25,1.95,17218,United Kingdom
545568,22988,SOLDIERS EGG CUP ,1,3/3/2011 16:22,2.46,,United Kingdom
543411,82578,KITCHEN METAL SIGN,12,2/8/2011 11:31,0.55,12576,Poland
551995,22090,PAPER BUNTING RETROSPOT,1,5/5/2011 15:42,5.79,,United Kingdom
557268,21770,OPEN CLOSED METAL SIGN,12,6/19/2011 11:26,4.95,13097,United Kingdom
539255,85099B,JUMBO BAG RED RETROSPOT,10,12/16/2010 14:26,1.95,16316,United Kingdom
547940,21877,HOME SWEET HOME MUG,6,3/28/2011 14:43,1.25,16814,United Kingdom
554112,21124,SET/10 BLUE POLKADOT PARTY CANDLES,2,5/22/2011 14:44,1.25,17611,United Kingdom
557494,23102,SILVER HEARTS TABLE DECORATION,1,6/20/2011 15:19,2.46,,United Kingdom
548714,20685,DOORMAT RED RETROSPOT,2,4/3/2011 15:07,7.95,17337,United Kingdom
549431,21556,CERAMIC STRAWBERRY MONEY BOX,24,4/8/2011 12:17,2.25,15874,United Kingdom
543358,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2/7/2011 14:04,8.29,,United Kingdom
C540417,47566B,TEA TIME PARTY BUNTING,-50,1/7/2011 10:56,3.75,13680,United Kingdom
554512,84978,HANGING HEART JAR T-LIGHT HOLDER,3,5/24/2011 15:54,2.46,,United Kingdom
541711,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,1/21/2011 11:18,1.25,14646,Netherlands
551351,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,24,4/28/2011 10:20,1.06,14298,United Kingdom
549295,85186C,BUNNY EGG GARLAND,5,4/7/2011 19:49,0.83,,United Kingdom
550639,20723,STRAWBERRY CHARLOTTE BAG,10,4/19/2011 15:46,0.85,14152,United Kingdom
555194,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,6/1/2011 11:13,2.95,16422,United Kingdom
539249,85099B,JUMBO BAG RED RETROSPOT,20,12/16/2010 13:43,1.95,14709,United Kingdom
541107,22066,LOVE HEART TRINKET POT,12,1/13/2011 14:55,1.45,17744,United Kingdom
539324,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,12/16/2010 19:51,2.95,14985,United Kingdom
537192,21147,JINGLE BELLS TREE DECORATION,1,12/5/2010 13:42,2.1,16402,United Kingdom
552039,22569,FELTCRAFT CUSHION BUTTERFLY,4,5/6/2011 8:10,3.75,13081,United Kingdom
556204,23068,ALUMINIUM HEART,6,6/9/2011 13:16,2.49,17169,United Kingdom
557854,22662,LUNCH BAG DOLLY GIRL DESIGN,3,6/23/2011 11:38,1.65,13268,United Kingdom
541131,22846,BREAD BIN DINER STYLE RED ,1,1/14/2011 10:16,33.29,,United Kingdom
537802,21314,SMALL GLASS HEART TRINKET POT,8,12/8/2010 13:11,2.1,13455,United Kingdom
557641,22386,JUMBO BAG PINK POLKADOT,1,6/21/2011 16:35,4.13,,United Kingdom
536821,21239,PINK  POLKADOT CUP,8,12/2/2010 17:17,0.85,17757,United Kingdom
545693,20974,12 PENCILS SMALL TUBE SKULL,24,3/6/2011 14:09,0.65,16422,United Kingdom
541850,85187,S/12 MINI RABBIT EASTER,2,1/23/2011 13:58,1.65,14224,United Kingdom
554093,23083,SET 6 PAPER TABLE LANTERN STARS ,6,5/22/2011 12:49,3.75,14837,United Kingdom
540546,22491,PACK OF 12 COLOURED PENCILS,12,1/9/2011 15:56,0.85,12766,Portugal
550987,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,4/21/2011 18:10,1.25,,United Kingdom
544673,22969,HOMEMADE JAM SCENTED CANDLES,12,2/22/2011 15:46,1.45,13421,United Kingdom
547087,22620,4 TRADITIONAL SPINNING TOPS,12,3/20/2011 15:58,1.25,12726,France
555410,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,6/3/2011 9:30,1.25,16239,United Kingdom
548912,23194,GYMKHANA TREASURE BOOK BOX,8,4/5/2011 9:32,2.25,16586,United Kingdom
554933,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,5/27/2011 13:26,2.95,13232,United Kingdom
544075,22555,PLASTERS IN TIN STRONGMAN,96,2/15/2011 14:50,1.45,14156,EIRE
550496,22616,PACK OF 12 LONDON TISSUES ,5,4/18/2011 15:05,0.83,,United Kingdom
555413,22489,PACK OF 12 TRADITIONAL CRAYONS,2,6/3/2011 9:50,0.42,17994,United Kingdom
553387,22501,PICNIC BASKET WICKER LARGE,1,5/16/2011 16:33,20.79,,United Kingdom
538566,48185,DOORMAT FAIRY CAKE,1,12/13/2010 11:21,14.43,,United Kingdom
551548,22176,BLUE OWL SOFT TOY,6,5/3/2011 9:44,2.95,14149,United Kingdom
541422,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,1/17/2011 17:48,3.29,,United Kingdom
541592,21026,SPACE OWL,1,1/19/2011 15:08,0.83,,United Kingdom
549592,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,4/11/2011 10:14,14.95,14311,United Kingdom
557488,20718,RED RETROSPOT SHOPPER BAG,1,6/20/2011 14:48,1.25,15581,United Kingdom
541695,37482P,CUBIC MUG PINK POLKADOT,1,1/20/2011 18:01,5.79,,United Kingdom
539009,90060B,FIRE POLISHED GLASS NECKL GOLD,1,12/15/2010 13:24,5.95,13221,United Kingdom
550986,22283,6 EGG HOUSE PAINTED WOOD,1,4/21/2011 18:06,15.79,,United Kingdom
546660,22191,IVORY DINER WALL CLOCK,6,3/15/2011 14:32,8.5,14156,EIRE
540545,22198,LARGE POPCORN HOLDER ,8,1/9/2011 15:35,1.65,13451,United Kingdom
554711,POST,POSTAGE,1,5/26/2011 10:41,18,12654,Germany
538210,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,12/10/2010 11:44,7.95,14256,United Kingdom
554937,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,5/27/2011 13:32,2.95,15402,United Kingdom
558630,47566,PARTY BUNTING,8,6/30/2011 18:07,4.95,15615,United Kingdom
547964,21731,RED TOADSTOOL LED NIGHT LIGHT,1,3/28/2011 15:45,3.29,,United Kingdom
541435,21881,CUTE CATS TAPE,24,1/18/2011 10:28,0.19,13898,United Kingdom
548554,21319,GLASS CHALICE GREEN  SMALL ,72,4/1/2011 9:19,0.39,13694,United Kingdom
545462,21903,MAN FLU METAL SIGN,12,3/3/2011 8:24,2.1,17567,United Kingdom
C545852,22804,CANDLEHOLDER PINK HANGING HEART,-1,3/7/2011 13:49,2.95,14048,United Kingdom
546896,21174,POTTERING IN THE SHED METAL SIGN,1,3/17/2011 18:24,4.13,,United Kingdom
545048,22727,ALARM CLOCK BAKELIKE RED ,1,2/27/2011 11:48,3.75,14810,United Kingdom
550183,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,4/14/2011 17:58,2.55,14105,United Kingdom
555276,23135,SMALL ZINC HEART WALL ORGANISER,1,6/1/2011 17:28,12.46,,United Kingdom
537688,18098C,PORCELAIN BUTTERFLY OIL BURNER,6,12/8/2010 10:35,2.95,17406,United Kingdom
555280,23228,FILIGREE HEART BIRD WHITE ,24,6/2/2011 9:02,1.25,17162,United Kingdom
557293,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,6/19/2011 13:26,2.1,16326,United Kingdom
545661,21212,PACK OF 72 RETROSPOT CAKE CASES,48,3/4/2011 14:41,0.55,15358,United Kingdom
545327,21620,SET OF 4 ROSE BOTANICAL CANDLES,8,3/1/2011 15:16,3.75,13166,United Kingdom
539044,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,12/15/2010 15:47,3.95,15727,United Kingdom
555420,22470,HEART OF WICKER LARGE,40,6/3/2011 10:29,2.55,13458,United Kingdom
546117,22914,BLUE COAT RACK PARIS FASHION,2,3/9/2011 13:56,4.95,16771,United Kingdom
537042,17109D,FLOWER FAIRY INCENSE BOUQUET,2,12/5/2010 10:45,1.69,13838,United Kingdom
554348,22846,BREAD BIN DINER STYLE RED ,1,5/24/2011 8:49,16.95,13523,United Kingdom
542728,22384,LUNCH BAG PINK POLKADOT,20,1/31/2011 15:11,1.65,14006,United Kingdom
545681,22148,EASTER CRAFT 4 CHICKS ,2,3/6/2011 11:28,1.95,16923,United Kingdom
553192,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3,5/15/2011 13:27,3.75,15333,United Kingdom
547200,22317,FIVE CATS HANGING DECORATION,1,3/21/2011 13:01,2.95,16036,United Kingdom
539451,22934,BAKING MOULD EASTER EGG WHITE CHOC,3,12/17/2010 16:59,2.95,,United Kingdom
557963,23209,LUNCH BAG DOILEY PATTERN ,10,6/24/2011 9:24,1.65,13709,United Kingdom
558058,23286,BLUE VINTAGE SPOT BEAKER,8,6/24/2011 15:00,0.85,14766,United Kingdom
558232,22189,CREAM HEART CARD HOLDER,2,6/27/2011 14:30,3.95,17841,United Kingdom
556041,22617,BAKING SET SPACEBOY DESIGN,1,6/8/2011 12:44,4.95,17954,United Kingdom
543300,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,2/7/2011 11:42,1.95,13334,United Kingdom
547709,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,3/24/2011 18:43,2.95,18109,United Kingdom
544470,22970,LONDON BUS COFFEE MUG,6,2/21/2011 8:38,2.55,12707,France
555347,20718,RED RETROSPOT SHOPPER BAG,10,6/2/2011 12:04,1.25,14389,United Kingdom
545568,22199,FRYING PAN RED RETROSPOT,1,3/3/2011 16:22,8.29,,United Kingdom
550911,22138,BAKING SET 9 PIECE RETROSPOT ,3,4/21/2011 13:11,4.95,12354,Spain
553229,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,24,5/16/2011 10:50,3.39,15039,United Kingdom
550632,21165,BEWARE OF THE CAT METAL SIGN ,1,4/19/2011 14:56,1.69,16907,United Kingdom
544111,47566,PARTY BUNTING,20,2/16/2011 11:18,4.95,16126,United Kingdom
537823,22476,EMPIRE UNION JACK TV DINNER TRAY,1,12/8/2010 14:25,11.02,,United Kingdom
543484,23230,WRAP ALPHABET DESIGN,25,2/9/2011 10:11,0.42,12721,France
556485,84912A,PINK ROSE WASHBAG,3,6/12/2011 13:21,3.75,17211,United Kingdom
547063,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,24,3/20/2011 13:33,1.25,14769,United Kingdom
538035,75131,METAL TUBE CHIME ON BAMBOO,1,12/9/2010 13:03,1.69,16065,United Kingdom
552280,22926,IVORY GIANT GARDEN THERMOMETER,1,5/8/2011 12:39,5.95,13561,United Kingdom
C542101,22423,REGENCY CAKESTAND 3 TIER,-2,1/25/2011 13:15,10.95,12471,Germany
548621,22989,SET 2 PANTRY DESIGN TEA TOWELS,2,4/1/2011 11:54,3.25,16960,United Kingdom
558237,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,6,6/27/2011 15:04,0.85,12867,United Kingdom
540364,22192,BLUE DINER WALL CLOCK,1,1/6/2011 16:03,8.5,14505,United Kingdom
549743,22716,CARD CIRCUS PARADE,12,4/12/2011 10:05,0.42,16186,United Kingdom
543113,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,2/3/2011 13:06,2.95,13047,United Kingdom
550835,21441,BLUE BIRDHOUSE DECORATION,2,4/21/2011 10:52,0.85,15034,United Kingdom
555638,22597,MUSICAL ZINC HEART DECORATION ,12,6/6/2011 12:51,0.85,15150,United Kingdom
557577,21901,"KEY FOB , BACK DOOR ",1,6/21/2011 11:02,0.65,14606,United Kingdom
551152,17003,BROCADE RING PURSE ,14,4/26/2011 14:47,0.29,13230,United Kingdom
547803,85032A,ROMANTIC IMAGES GIFT WRAP SET,6,3/25/2011 13:23,2.1,13662,United Kingdom
556318,22993,SET OF 4 PANTRY JELLY MOULDS,24,6/10/2011 10:49,1.25,16767,United Kingdom
546752,22699,ROSES REGENCY TEACUP AND SAUCER ,6,3/16/2011 12:55,2.95,13299,United Kingdom
539103,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,12/16/2010 10:38,1.25,16985,United Kingdom
553765,22491,PACK OF 12 COLOURED PENCILS,12,5/19/2011 10:43,0.85,17245,United Kingdom
547095,22568,FELTCRAFT CUSHION OWL,4,3/21/2011 9:03,3.75,13018,United Kingdom
550319,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,4/17/2011 12:37,2.95,14524,United Kingdom
